pdb_id	len_true	len_pred	dynalign_pairs	true_coverage	status	note
7qh6	69	500	0	0.000000	no_alignment	windowed_pred(500->291)
7qwr	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
7qws	120	500	0	0.000000	no_alignment	windowed_pred(500->280)
7qwq	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
7pwg	120	500	0	0.000000	no_alignment	windowed_pred(500->185)
7pwo	120	500	0	0.000000	no_alignment	windowed_pred(500->205)
7a5h	73	500	0	0.000000	no_alignment	windowed_pred(500->306)
7a5i	73	500	0	0.000000	no_alignment	windowed_pred(500->168)
7a5j	69	500	0	0.000000	no_alignment	windowed_pred(500->295)
6zm5	72	500	0	0.000000	no_alignment	windowed_pred(500->171)
6zm6	72	500	0	0.000000	no_alignment	windowed_pred(500->164)
8bqd	121	500	0	0.000000	no_alignment	windowed_pred(500->243)
8bqx	121	500	0	0.000000	no_alignment	windowed_pred(500->251)
8btr	121	500	0	0.000000	no_alignment	windowed_pred(500->191)
8a3d	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8aaf	121	500	0	0.000000	no_alignment	windowed_pred(500->255)
8agt	121	500	0	0.000000	no_alignment	windowed_pred(500->217)
8agu	121	500	0	0.000000	no_alignment	windowed_pred(500->304)
8agv	121	500	0	0.000000	no_alignment	windowed_pred(500->190)
8agw	121	500	0	0.000000	no_alignment	windowed_pred(500->272)
8agx	121	500	0	0.000000	no_alignment	windowed_pred(500->180)
8agz	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8b5l	120	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8b6c	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8bip	121	500	0	0.000000	no_alignment	windowed_pred(500->193)
8bjq	121	500	0	0.000000	no_alignment	windowed_pred(500->162)
8br8	121	500	0	0.000000	no_alignment	windowed_pred(500->172)
8brm	121	500	0	0.000000	no_alignment	windowed_pred(500->165)
8bsi	121	500	0	0.000000	no_alignment	windowed_pred(500->259)
8eug	229	500	0	0.000000	timeout	dynalign timeout (300s)
8eui	229	500	0	0.000000	timeout	dynalign timeout (300s)
7f5s	120	500	0	0.000000	no_alignment	windowed_pred(500->229)
6gqb	121	500	0	0.000000	no_alignment	windowed_pred(500->169)
7mpi	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
7mpj	121	500	0	0.000000	no_alignment	windowed_pred(500->257)
7n8b	121	500	0	0.000000	no_alignment	windowed_pred(500->282)
7ow7	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
7oya	120	500	0	0.000000	no_alignment	windowed_pred(500->306)
7oyb	120	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
7oyc	120	500	0	0.000000	no_alignment	windowed_pred(500->288)
7pkt	75	500	0	0.000000	no_alignment	windowed_pred(500->272)
7po4	72	500	0	0.000000	no_alignment	windowed_pred(500->303)
7pzy	121	500	0	0.000000	no_alignment	windowed_pred(500->255)
7q08	121	500	0	0.000000	no_alignment	windowed_pred(500->210)
7q0f	121	500	0	0.000000	no_alignment	windowed_pred(500->208)
7q0p	121	500	0	0.000000	no_alignment	windowed_pred(500->173)
7q0r	121	500	0	0.000000	no_alignment	windowed_pred(500->241)
7qgg	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
7qvp	121	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
7qvp	121	500	0	0.000000	no_alignment	windowed_pred(500->306)
6r6g	120	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
7tm3	120	500	0	0.000000	no_alignment	windowed_pred(500->279)
7tut	120	500	0	0.000000	no_alignment	windowed_pred(500->243)
7ucj	120	500	0	0.000000	no_alignment	windowed_pred(500->247)
7uck	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
7z34	121	500	0	0.000000	no_alignment	windowed_pred(500->213)
7zjw	119	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
7zpq	121	500	0	0.000000	no_alignment	windowed_pred(500->267)
7zs5	121	500	0	0.000000	no_alignment	windowed_pred(500->306)
7zux	121	500	0	0.000000	no_alignment	windowed_pred(500->281)
7zw0	121	500	0	0.000000	no_alignment	windowed_pred(500->231)
7too	121	500	0	0.000000	no_alignment	windowed_pred(500->242)
7top	121	500	0	0.000000	no_alignment	windowed_pred(500->206)
7toq	120	500	0	0.000000	no_alignment	windowed_pred(500->172)
7tor	120	500	0	0.000000	timeout	windowed_pred(500->286); dynalign timeout (300s)
8bf8	150	500	0	0.000000	timeout	dynalign timeout (300s)
8g5y	120	500	0	0.000000	no_alignment	windowed_pred(500->251)
8g5z	120	500	0	0.000000	no_alignment	windowed_pred(500->187)
8g60	120	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8g61	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8g6j	120	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8glp	120	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8hfr	121	500	0	0.000000	no_alignment	windowed_pred(500->306)
7xnx	121	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
7xny	120	500	0	0.000000	no_alignment	windowed_pred(500->265)
7z3n	120	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
7z3o	120	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8btk	120	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
7qi6	72	500	0	0.000000	no_alignment	windowed_pred(500->172)
7yr7	118	500	0	0.000000	no_alignment	windowed_pred(500->210)
7yr7	118	500	0	0.000000	no_alignment	windowed_pred(500->306)
7yr7	118	500	0	0.000000	no_alignment	windowed_pred(500->180)
7yr7	118	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
7yr7	118	500	0	0.000000	no_alignment	windowed_pred(500->232)
7yr7	118	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8bpo	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
7qi5	72	500	0	0.000000	no_alignment	windowed_pred(500->306)
8fl2	121	500	0	0.000000	no_alignment	windowed_pred(500->222)
8fl3	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8fl4	121	500	0	0.000000	no_alignment	windowed_pred(500->229)
8fl6	121	500	0	0.000000	no_alignment	windowed_pred(500->158)
8fl7	121	500	0	0.000000	no_alignment	windowed_pred(500->241)
8fl9	121	500	0	0.000000	no_alignment	windowed_pred(500->228)
8fla	121	500	0	0.000000	no_alignment	windowed_pred(500->244)
8flb	121	500	0	0.000000	no_alignment	windowed_pred(500->245)
8flc	121	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8fld	121	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8fle	121	500	0	0.000000	no_alignment	windowed_pred(500->269)
8flf	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8p2k	120	500	0	0.000000	no_alignment	windowed_pred(500->178)
8any	72	500	0	0.000000	no_alignment	windowed_pred(500->306)
8bhf	119	500	0	0.000000	no_alignment	windowed_pred(500->218)
8evq	121	500	0	0.000000	no_alignment	windowed_pred(500->293)
8evr	121	500	0	0.000000	no_alignment	windowed_pred(500->160)
8evs	121	500	0	0.000000	no_alignment	windowed_pred(500->284)
8evt	121	500	0	0.000000	no_alignment	windowed_pred(500->163)
8ewb	121	500	0	0.000000	no_alignment	windowed_pred(500->293)
8q5i	121	500	0	0.000000	no_alignment	windowed_pred(500->263)
8pv6	119	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8jdj	120	500	0	0.000000	no_alignment	windowed_pred(500->197)
8jdk	120	500	0	0.000000	no_alignment	windowed_pred(500->242)
8jdl	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8jdm	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8pk0	72	500	0	0.000000	no_alignment	windowed_pred(500->221)
8qsj	72	500	0	0.000000	no_alignment	windowed_pred(500->234)
8scb	120	500	0	0.000000	no_alignment	windowed_pred(500->194)
8bn3	121	500	0	0.000000	no_alignment	windowed_pred(500->199)
8c3a	121	500	0	0.000000	no_alignment	windowed_pred(500->222)
8c3a	121	500	0	0.000000	no_alignment	windowed_pred(500->211)
8pv8	119	500	0	0.000000	no_alignment	windowed_pred(500->266)
8rjb	120	500	0	0.000000	no_alignment	windowed_pred(500->178)
8rjc	120	500	0	0.000000	no_alignment	windowed_pred(500->169)
8rjd	120	500	0	0.000000	no_alignment	windowed_pred(500->238)
8fru	120	500	0	0.000000	no_alignment	windowed_pred(500->200)
8y0u	121	500	0	0.000000	no_alignment	windowed_pred(500->260)
8y0x	121	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8ifd	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8ife	121	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8ohd	121	500	0	0.000000	no_alignment	windowed_pred(500->289)
8oj0	121	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8oj5	121	500	0	0.000000	timeout	windowed_pred(500->296); dynalign timeout (300s)
8oj8	121	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8oo0	120	500	0	0.000000	no_alignment	windowed_pred(500->163)
8qfd	119	500	0	0.000000	no_alignment	windowed_pred(500->278)
8p8m	121	500	0	0.000000	no_alignment	windowed_pred(500->224)
8p8n	121	500	0	0.000000	no_alignment	windowed_pred(500->287)
8p8u	121	500	0	0.000000	no_alignment	windowed_pred(500->239)
8pot	87	500	0	0.000000	no_alignment	windowed_pred(500->157)
8qoi	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8pfr	121	500	0	0.000000	no_alignment	windowed_pred(500->260)
8qu1	69	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8qu5	69	500	0	0.000000	no_alignment	windowed_pred(500->171)
9fpz	300	500	0	0.000000	timeout	dynalign timeout (300s)
9enb	75	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
9enb	75	500	0	0.000000	no_alignment	windowed_pred(500->306)
9enb	75	500	0	0.000000	no_alignment	windowed_pred(500->285)
9enb	75	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
9enc	75	500	0	0.000000	no_alignment	windowed_pred(500->174)
9enc	75	500	0	0.000000	no_alignment	windowed_pred(500->283)
9ene	76	500	0	0.000000	no_alignment	windowed_pred(500->268)
9ene	76	500	0	0.000000	no_alignment	windowed_pred(500->306)
9ene	76	500	0	0.000000	no_alignment	windowed_pred(500->239)
9ene	76	500	0	0.000000	no_alignment	windowed_pred(500->306)
9enf	94	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
9enf	94	500	0	0.000000	no_alignment	windowed_pred(500->274)
9enf	94	500	0	0.000000	no_alignment	windowed_pred(500->285)
9enf	94	500	0	0.000000	no_alignment	windowed_pred(500->306)
8k2c	121	500	0	0.000000	no_alignment	windowed_pred(500->283)
8k2d	121	500	0	0.000000	no_alignment	windowed_pred(500->306)
8k82	121	500	0	0.000000	no_alignment	windowed_pred(500->234)
8okd	75	500	0	0.000000	no_alignment	windowed_pred(500->188)
8okd	75	500	0	0.000000	no_alignment	windowed_pred(500->205)
8okd	75	500	0	0.000000	no_alignment	windowed_pred(500->303)
8okd	75	500	0	0.000000	no_alignment	windowed_pred(500->306)
8xsx	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8xsy	121	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8xsz	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8yoo	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8yop	121	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
9bdl	120	500	0	0.000000	no_alignment	windowed_pred(500->260)
9bdn	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
9bdp	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8kbf	3	500	0	0.000000	no_alignment	no_kmer_hit; used_full_pred
8kbf	3	500	0	0.000000	no_alignment	no_kmer_hit; used_full_pred
9f1b	119	500	0	0.000000	no_alignment	windowed_pred(500->263)
9f1c	120	500	0	0.000000	no_alignment	windowed_pred(500->224)
9f1d	120	500	0	0.000000	no_alignment	windowed_pred(500->162)
8kbh	3	500	0	0.000000	no_alignment	no_kmer_hit; used_full_pred
8kbh	3	500	0	0.000000	no_alignment	no_kmer_hit; used_full_pred
8kbh	3	500	0	0.000000	no_alignment	no_kmer_hit; used_full_pred
8kbh	3	500	0	0.000000	no_alignment	no_kmer_hit; used_full_pred
8kbh	3	500	0	0.000000	no_alignment	no_kmer_hit; used_full_pred
8kbh	3	500	0	0.000000	no_alignment	no_kmer_hit; used_full_pred
8kbh	3	500	0	0.000000	no_alignment	no_kmer_hit; used_full_pred
8kbh	3	500	0	0.000000	no_alignment	no_kmer_hit; used_full_pred
8kbh	3	500	0	0.000000	no_alignment	no_kmer_hit; used_full_pred
8q7z	119	500	0	0.000000	no_alignment	windowed_pred(500->206)
8q87	119	500	0	0.000000	no_alignment	windowed_pred(500->245)
9bh5	119	500	0	0.000000	no_alignment	windowed_pred(500->239)
9cai	119	500	0	0.000000	timeout	windowed_pred(500->302); dynalign timeout (300s)
8cq7	121	500	0	0.000000	no_alignment	windowed_pred(500->182)
8cq7	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8cqw	121	500	0	0.000000	no_alignment	windowed_pred(500->156)
8cqw	121	500	0	0.000000	no_alignment	windowed_pred(500->240)
8cre	121	500	0	0.000000	no_alignment	windowed_pred(500->236)
8cre	121	500	0	0.000000	no_alignment	windowed_pred(500->182)
8oeq	121	500	0	0.000000	no_alignment	windowed_pred(500->296)
8oeq	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
9gmo	119	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8ogj	121	500	0	0.000000	no_alignment	windowed_pred(500->266)
8oh6	121	500	0	0.000000	no_alignment	windowed_pred(500->203)
8oh6	121	500	0	0.000000	no_alignment	windowed_pred(500->254)
8oi5	121	500	0	0.000000	no_alignment	windowed_pred(500->163)
8oi5	121	500	0	0.000000	no_alignment	windowed_pred(500->167)
8oj3	121	500	0	0.000000	no_alignment	windowed_pred(500->164)
8oj3	121	500	0	0.000000	no_alignment	windowed_pred(500->189)
8p4v	121	500	0	0.000000	no_alignment	windowed_pred(500->194)
8p4v	121	500	0	0.000000	no_alignment	windowed_pred(500->212)
9g8m	121	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8ut0	121	500	0	0.000000	no_alignment	windowed_pred(500->255)
8uti	121	500	0	0.000000	no_alignment	windowed_pred(500->170)
8ukb	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8p9a	121	500	0	0.000000	no_alignment	windowed_pred(500->281)
8p9a	121	500	0	0.000000	no_alignment	windowed_pred(500->246)
9c3h	121	500	0	0.000000	no_alignment	windowed_pred(500->156)
8qyx	120	500	0	0.000000	no_alignment	windowed_pred(500->251)
8t2x	121	500	0	0.000000	no_alignment	windowed_pred(500->306)
8t2y	121	500	0	0.000000	no_alignment	windowed_pred(500->208)
8t2z	121	500	0	0.000000	no_alignment	windowed_pred(500->306)
8t30	121	500	0	0.000000	no_alignment	windowed_pred(500->306)
8t3a	121	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8t3b	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8t3c	121	500	0	0.000000	no_alignment	windowed_pred(500->306)
8t3d	121	500	0	0.000000	no_alignment	windowed_pred(500->251)
8t3e	121	500	0	0.000000	no_alignment	windowed_pred(500->257)
8t3f	121	500	0	0.000000	no_alignment	windowed_pred(500->306)
8up5	76	500	0	0.000000	no_alignment	windowed_pred(500->193)
8vft	120	500	0	0.000000	no_alignment	windowed_pred(500->223)
8xu8	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8yld	121	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
8ylr	121	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
8z70	121	500	0	0.000000	no_alignment	windowed_pred(500->270)
8z71	121	500	0	0.000000	no_alignment	windowed_pred(500->206)
9gc0	135	500	0	0.000000	timeout	dynalign timeout (300s)
9gc0	135	500	0	0.000000	timeout	dynalign timeout (300s)
9gcl	135	500	0	0.000000	timeout	dynalign timeout (300s)
9gu5	4	500	0	0.000000	no_alignment	no_kmer_hit; used_full_pred
9gu5	4	500	0	0.000000	no_alignment	no_kmer_hit; used_full_pred
9h45	18	500	0	0.000000	no_alignment	windowed_pred(500->162)
9h45	18	500	0	0.000000	no_alignment	windowed_pred(500->188)
9h45	18	500	0	0.000000	no_alignment	windowed_pred(500->188)
9h45	18	500	0	0.000000	no_alignment	windowed_pred(500->212)
9h45	18	500	0	0.000000	no_alignment	windowed_pred(500->175)
9h45	18	500	0	0.000000	no_alignment	windowed_pred(500->188)
8r7n	135	500	0	0.000000	timeout	dynalign timeout (300s)
8r7n	135	500	0	0.000000	timeout	dynalign timeout (300s)
9b0f	120	500	0	0.000000	timeout	windowed_pred(500->306); dynalign timeout (300s)
9b0g	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
9b0h	120	500	0	0.000000	no_alignment	windowed_pred(500->241)
9b0p	120	500	0	0.000000	no_alignment	windowed_pred(500->282)
9b0q	120	500	0	0.000000	timeout	no_kmer_hit; used_full_pred; dynalign timeout (300s)
9b0r	120	500	0	0.000000	no_alignment	windowed_pred(500->167)
9b0s	120	500	0	0.000000	no_alignment	windowed_pred(500->306)
